Target,MLP_R2,PINN_R2,MLP_RMSE,PINN_RMSE,MLP_MAE,PINN_MAE
effectiveness,0.9926804304122925,0.9923166632652283,0.007628224760023778,0.007815503869139002,0.005668233148753643,0.005840854719281197
pressure_drop_total_Pa,0.997425377368927,0.9970749616622925,7380.8335572616725,7867.105185517733,3627.870849609375,4448.55224609375
overall_heat_transfer_coefficient_U_W_m2K,0.9987000226974487,0.9985101819038391,141.72797310120185,151.7235999482282,97.73483276367188,108.65906524658203
